"Maand",2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
3,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
4,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
5,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
6,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
7,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
8,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
9,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
10,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
11,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
12,,"303,35","216,37","164,24","129,53","104,77","86,24","71,85","60,37","51,00","43,21","36,64","31,03","26,18","21,96","18,25","14,96","12,04","9,42","7,06","4,92","2,99","1,22","0,00"
13,,"331,80","237,29","180,64","142,92","116,01","95,88","80,24","67,77","57,58","49,12","41,98","35,88","30,62","26,03","21,99","18,42","15,25","12,40","9,83","7,51","5,41","3,49","2,10"
14,,"360,26","258,21","197,04","156,31","127,26","105,52","88,63","75,16","64,17","55,03","47,32","40,74","35,06","30,10","25,74","21,88","18,46","15,38","12,61","10,10","7,84","5,76","4,20"
15,,"388,72","279,13","213,44","169,70","138,51","115,16","97,03","82,56","70,76","60,94","52,66","45,59","39,49","34,17","29,49","25,35","21,67","18,36","15,39","12,70","10,26","8,03","6,30"
16,,"417,18","300,05","229,84","183,09","149,75","124,80","105,42","89,96","77,35","66,85","58,01","50,45","43,93","38,24","33,24","28,81","24,88","21,35","18,17","15,29","12,69","10,31","8,40"
17,,"445,64","320,97","246,25","196,49","161,00","134,44","113,82","97,36","83,94","72,77","63,35","55,31","48,36","42,31","36,99","32,28","28,09","24,33","20,95","17,89","15,11","12,58","10,50"
18,,"474,09","341,89","262,65","209,88","172,25","144,08","122,21","104,76","90,52","78,68","68,70","60,16","52,80","46,38","40,74","35,74","31,30","27,31","23,72","20,48","17,54","14,86","12,60"
19,,"502,55","362,81","279,05","223,27","183,49","153,72","130,60","112,15","97,11","84,59","74,04","65,02","57,24","50,45","44,49","39,20","34,51","30,30","26,50","23,07","19,96","17,13","14,70"
20,,"531,01","383,73","295,45","236,66","194,74","163,36","139,00","119,55","103,70","90,50","79,38","69,87","61,67","54,52","48,24","42,67","37,72","33,28","29,28","25,67","22,39","19,40","16,80"
21,,"559,47","404,65","311,85","250,05","205,99","173,00","147,39","126,95","110,29","96,41","84,72","74,73","66,11","58,59","51,99","46,13","40,93","36,26","32,06","28,26","24,81","21,67","18,90"
22,,"587,93","425,57","328,25","263,45","217,24","182,64","155,79","134,35","116,88","102,33","90,07","79,59","70,54","62,66","55,74","49,60","44,14","39,25","34,84","30,86","27,24","23,95","21,00"
23,,"616,38","446,49","344,65","276,84","228,48","192,28","164,18","141,75","123,46","108,24","95,41","84,44","74,98","66,73","59,48","53,06","47,35","42,23","37,61","33,45","29,66","26,22","23,10"
24,,"644,85","467,41","361,06","290,24","239,74","201,93","172,58","149,15","130,06","114,16","100,76","89,31","79,42","70,81","63,24","56,53","50,56","45,22","40,40","36,05","32,1","28,50","25,20"
25,,"674,44","489,16","378,11","304,16","251,43","211,95","181,31","156,85","136,90","120,30","106,31","94,36","84,03","75,04","67,13","60,13","53,89","48,32","43,29","38,74","34,62","30,86","27,41"
26,,"704,04","510,92","395,17","318,09","263,13","221,98","190,04","164,54","143,75","126,45","111,87","99,41","88,65","79,27","71,03","63,73","57,23","51,42","46,18","41,44","37,14","33,22","29,63"
27,,"733,63","532,67","412,23","332,02","274,82","232,00","188,77","172,24","150,60","132,60","117,42","104,46","93,26","83,50","74,93","67,33","60,57","54,52","49,07","44,14","39,66","35,59","31,85"
28,,"763,23","554,43","429,28","345,95","286,52","242,03","207,50","179,93","157,45","138,75","122,98","109,51","97,87","87,74","78,83","70,93","63,91","57,62","51,96","46,83","42,19","37,95","34,07"
29,,"792,82","576,18","446,34","359,88","298,22","252,05","216,23","187,62","164,30","144,90","128,54","114,56","102,49","91,97","82,73","74,54","67,25","60,73","54,85","49,53","44,71","40,32","36,29"
30,,"822,42","597,94","463,40","373,80","309,91","262,08","224,96","195,32","171,15","151,04","134,09","119,61","107,10","96,20","86,62","78,14","70,59","63,83","57,74","52,23","47,23","42,68","38,50"
31,,"852,01","619,69","480,45","387,73","321,61","272,10","233,69","203,01","178,00","157,19","139,65","124,66","111,71","100,44","90,52","81,74","73,93","66,93","60,63","54,92","49,76","45,04","40,72"
32,,"881,61","641,45","497,51","401,66","333,30","282,13","242,42","210,71","184,85","163,34","145,20","129,71","116,33","104,67","94,42","85,34","77,27","70,03","63,52","57,62","52,28","47,41","42,94"
